ID,Subject,Catalog,Descr,Unit Taken,Strt Level,Class Nbr,Grade Base,Grade,Grade Category,Mode,Term,Component,Session,Acad Load (Term),Study Form,Career,Institution,Acad Org,Acad Prog,Prg Descr,Acad Plan,Plan Descr,Sub-Plan,Sub Plan Descr,Status,Agreement,Add Dt
1,RES,    R001,October Research Part Fee,0.5,GR,24541,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/10/2017
1,RES,    R002,November Research Part Fee,0.5,GR,24542,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/11/2017
1,RES,    R003,December Research Part Fee,0.5,GR,24543,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/12/2017
1,RES,    R004,January Research Part Fee,0.5,GR,24544,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/01/2018
1,RES,    R005,February Research Part Fee,0.5,GR,24545,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/02/2018
1,RES,    R006,March Research Part Fee,0.5,GR,24546,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/03/2018
1,RES,    R007,April Research Part Fee,0.5,GR,24547,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/04/2018
1,RES,    R008,May Research Part Fee,0.5,GR,24548,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/05/2018
1,RES,    R009,June Research Part Fee,0.5,GR,24549,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/06/2018
1,RES,    R010,July Research Part Fee,0.5,GR,24550,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/07/2018
1,RES,    R011,August Research Part Fee,0.5,GR,24551,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/08/2018
1,RES,    R012,September Research Part Fee,0.5,GR,24552,ATT,,,P,2171,ADV,ACY,P,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/09/2018
2,RES,    R013,October Research Full Fee,1,GR,24553,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/10/2017
2,RES,    R014,November Research Full Fee,1,GR,24554,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/11/2017
2,RES,    R015,December Research Full Fee,1,GR,24555,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/12/2017
2,RES,    R016,January Research Full Fee,1,GR,24556,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/01/2018
2,RES,    R017,February Research Full Fee,1,GR,24557,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/02/2018
2,RES,    R018,March Research Full Fee,1,GR,24558,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/03/2018
2,RES,    R019,April Research Full Fee,1,GR,24559,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/04/2018
2,RES,    R020,May Research Full Fee,1,GR,24560,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/05/2018
2,RES,    R021,June Research Full Fee,1,GR,24561,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/06/2018
2,RES,    R022,July Research Full Fee,1,GR,24562,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/07/2018
2,RES,    R023,August Research Full Fee,1,GR,24563,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/08/2018
2,RES,    R024,September Research Full Fee,1,GR,24564,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-MPHIL,MPhil Computer Science,,,Active in Program,,01/09/2018
3,CSC,3060,Artificial Int and Data Analy,0,GR,24072,AUD,,,P,2171,LEC,AUT,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,03/10/2017
3,RES,    R013,October Research Full Fee,1,GR,24553,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/10/2017
3,RES,    R014,November Research Full Fee,1,GR,24554,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/11/2017
3,RES,    R015,December Research Full Fee,1,GR,24555,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/12/2017
3,RES,    R016,January Research Full Fee,1,GR,24556,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/01/2018
3,RES,    R017,February Research Full Fee,1,GR,24557,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/02/2018
3,RES,    R018,March Research Full Fee,1,GR,24558,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/03/2018
3,RES,    R019,April Research Full Fee,1,GR,24559,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/04/2018
3,RES,    R020,May Research Full Fee,1,GR,24560,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/05/2018
3,RES,    R021,June Research Full Fee,1,GR,24561,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/06/2018
3,RES,    R022,July Research Full Fee,1,GR,24562,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/07/2018
3,RES,    R023,August Research Full Fee,1,GR,24563,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/08/2018
3,RES,    R024,September Research Full Fee,1,GR,24564,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Completed Program,,01/09/2018
4,RES,    R013,October Research Full Fee,1,GR,24553,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/10/2017
4,RES,    R014,November Research Full Fee,1,GR,24554,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/11/2017
4,RES,    R015,December Research Full Fee,1,GR,24555,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/12/2017
4,RES,    R016,January Research Full Fee,1,GR,24556,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/01/2018
4,RES,    R017,February Research Full Fee,1,GR,24557,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/02/2018
4,RES,    R018,March Research Full Fee,1,GR,24558,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/03/2018
4,RES,    R019,April Research Full Fee,1,GR,24559,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/04/2018
4,RES,    R020,May Research Full Fee,1,GR,24560,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/05/2018
4,RES,    R021,June Research Full Fee,1,GR,24561,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/06/2018
4,RES,    R022,July Research Full Fee,1,GR,24562,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/07/2018
4,RES,    R023,August Research Full Fee,1,GR,24563,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/08/2018
4,RES,    R024,September Research Full Fee,1,GR,24564,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/09/2018
5,RES,    R013,October Research Full Fee,1,GR,24553,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/10/2017
5,RES,    R014,November Research Full Fee,1,GR,24554,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/11/2017
5,RES,    R015,December Research Full Fee,1,GR,24555,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/12/2017
5,RES,    R016,January Research Full Fee,1,GR,24556,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/01/2018
5,RES,    R017,February Research Full Fee,1,GR,24557,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/02/2018
5,RES,    R018,March Research Full Fee,1,GR,24558,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/03/2018
5,RES,    R019,April Research Full Fee,1,GR,24559,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/04/2018
5,RES,    R020,May Research Full Fee,1,GR,24560,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/05/2018
5,RES,    R021,June Research Full Fee,1,GR,24561,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/06/2018
5,RES,    R022,July Research Full Fee,1,GR,24562,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/07/2018
5,RES,    R023,August Research Full Fee,1,GR,24563,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/08/2018
5,RES,    R024,September Research Full Fee,1,GR,24564,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/09/2018
6,RES,    R099,Thesis Only Charge,0,GR,24565,ATT,,,P,2171,ADV,FYR,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/10/2017
7,RES,    R013,October Research Full Fee,1,GR,24553,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/10/2017
7,RES,    R014,November Research Full Fee,1,GR,24554,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/11/2017
7,RES,    R015,December Research Full Fee,1,GR,24555,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/12/2017
7,RES,    R016,January Research Full Fee,1,GR,24556,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/01/2018
7,RES,    R017,February Research Full Fee,1,GR,24557,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/02/2018
7,RES,    R018,March Research Full Fee,1,GR,24558,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/03/2018
7,RES,    R019,April Research Full Fee,1,GR,24559,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/04/2018
7,RES,    R020,May Research Full Fee,1,GR,24560,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/05/2018
7,RES,    R021,June Research Full Fee,1,GR,24561,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/06/2018
7,RES,    R022,July Research Full Fee,1,GR,24562,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/07/2018
7,RES,    R023,August Research Full Fee,1,GR,24563,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/08/2018
7,RES,    R024,September Research Full Fee,1,GR,24564,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/09/2018
8,RES,    R013,October Research Full Fee,1,GR,24553,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/10/2017
8,RES,    R014,November Research Full Fee,1,GR,24554,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/11/2017
8,RES,    R015,December Research Full Fee,1,GR,24555,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/12/2017
8,RES,    R016,January Research Full Fee,1,GR,24556,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/01/2018
8,RES,    R017,February Research Full Fee,1,GR,24557,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/02/2018
8,RES,    R018,March Research Full Fee,1,GR,24558,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/03/2018
8,RES,    R019,April Research Full Fee,1,GR,24559,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/04/2018
8,RES,    R020,May Research Full Fee,1,GR,24560,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/05/2018
8,RES,    R021,June Research Full Fee,1,GR,24561,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/06/2018
8,RES,    R022,July Research Full Fee,1,GR,24562,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/07/2018
8,RES,    R023,August Research Full Fee,1,GR,24563,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/08/2018
8,RES,    R024,September Research Full Fee,1,GR,24564,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/09/2018
9,RES,    R013,October Research Full Fee,1,GR,24553,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/10/2017
9,RES,    R014,November Research Full Fee,1,GR,24554,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/11/2017
9,RES,    R015,December Research Full Fee,1,GR,24555,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/12/2017
9,RES,    R016,January Research Full Fee,1,GR,24556,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/01/2018
9,RES,    R017,February Research Full Fee,1,GR,24557,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/02/2018
9,RES,    R018,March Research Full Fee,1,GR,24558,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/03/2018
9,RES,    R019,April Research Full Fee,1,GR,24559,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/04/2018
9,RES,    R020,May Research Full Fee,1,GR,24560,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/05/2018
9,RES,    R021,June Research Full Fee,1,GR,24561,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/06/2018
9,RES,    R022,July Research Full Fee,1,GR,24562,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/07/2018
9,RES,    R023,August Research Full Fee,1,GR,24563,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/08/2018
9,RES,    R024,September Research Full Fee,1,GR,24564,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/09/2018
10,RES,    R001,October Research Part Fee,0.5,GR,24541,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/10/2017
10,RES,    R002,November Research Part Fee,0.5,GR,24542,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/11/2017
10,RES,    R003,December Research Part Fee,0.5,GR,24543,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/12/2017
10,RES,    R004,January Research Part Fee,0.5,GR,24544,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/01/2018
10,RES,    R005,February Research Part Fee,0.5,GR,24545,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/02/2018
10,RES,    R006,March Research Part Fee,0.5,GR,24546,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/03/2018
10,RES,    R007,April Research Part Fee,0.5,GR,24547,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/04/2018
10,RES,    R008,May Research Part Fee,0.5,GR,24548,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/05/2018
10,RES,    R009,June Research Part Fee,0.5,GR,24549,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/06/2018
10,RES,    R010,July Research Part Fee,0.5,GR,24550,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/07/2018
10,RES,    R011,August Research Part Fee,0.5,GR,24551,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/08/2018
10,RES,    R012,September Research Part Fee,0.5,GR,24552,ATT,,,P,2171,ADV,ACY,T,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/09/2018
11,RES,    R013,October Research Full Fee,1,GR,24553,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/10/2017
11,RES,    R014,November Research Full Fee,1,GR,24554,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/11/2017
11,RES,    R015,December Research Full Fee,1,GR,24555,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/12/2017
11,RES,    R016,January Research Full Fee,1,GR,24556,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/01/2018
11,RES,    R017,February Research Full Fee,1,GR,24557,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/02/2018
11,RES,    R018,March Research Full Fee,1,GR,24558,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/03/2018
11,RES,    R019,April Research Full Fee,1,GR,24559,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/04/2018
11,RES,    R020,May Research Full Fee,1,GR,24560,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/05/2018
11,RES,    R021,June Research Full Fee,1,GR,24561,ATT,,,P,2171,ADV,ACY,F,Class Enrollment,PGR,QUB,SEECS,CSCR,Computer Science - Research,CSC-PHD,PhD Computer Science,,,Active in Program,,01/06/2018
