FacilityCampusId,FacilityCampusName,FacilityCampusDescription,Enabled,CreatedByUserId,CreatedDateTime,LastModifiedByUserId,LastModifiedDateTime
1,Queen's University Belfast Main Campus,NULL,1,B58E48E6-F5CA-4C90-B13E-493E46680C87,2017-11-07 00:00:00.000,B58E48E6-F5CA-4C90-B13E-493E46680C87,2017-11-07 00:00:00.000
