FacilityMeterTypeId,FacilityMeterTypeName,FacilityMeterTypeDescription,Enabled,CreatedByUserId,CreatedDateTime,LastModifiedByUserId,LastModifiedDateTime
2,ELECTRICITY,NULL,1,B58E48E6-F5CA-4C90-B13E-493E46680C87,2017-11-21 14:04:19.220,B58E48E6-F5CA-4C90-B13E-493E46680C87,2018-01-08 10:04:34.183
